reviewId,review,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appId,company,year,rating,clean_review,clean_review_len
gp:AOqpTOHs4J1KXoi7iPep_NDKYJnqBUM7dOv84KpLG8-NzFuLvgm9ofgTF1JnpkoGlt8tTWs2oK6aTYnZqxttSWc,First time experience to buy the insurance its smooth and easy to buy the insurance.,4,1,2.0.3,2020-08-21 18:55:37,"Hey Kiran,

We are glad that you found the process to be quick and easy. We'd very much appreciate if you have any recommendations/suggestions for us to get 5-star rating.

Regards,
Team Acko",2020-08-24 19:29:13,com.acko.android,acko,2020,0,first time experience buy smooth easy buy,7
gp:AOqpTOGIIH0NI_NpEDD7bv7vTbT29k8AJMmIcH88lUK96V2c5hYAVlD_9l6T3S_HLTSqcgnPRiQt_C1MHBmxiA,3rd class and useless app,1,0,2.0.23,2021-04-10 23:06:43,"Dear Bahubali, Request you to share the details of your issue by writing to us at iltakecare@icicilombard.com, so that we can look into it & assist you in the best possible way. Thanks!",2021-04-11 17:31:48,icici.lombard.ghi,icici_lombard,2021,1,rd class useless app,4
gp:AOqpTOHhsjQnHtCHP7Q0DxBMpOwwk3c7XDlvGjcXMFDSwtF0GiiTuoXjeQ09F-QnZg08S7UbxhWsiwE52qyEOw,This app is very quick and easy.,5,0,13.0,2021-02-20 14:30:22,,,com.ba.cp.controller,bajaj_allianz,2021,0,app quick easy,3
gp:AOqpTOHxMV3p6VTEGVvWQR7Ehp4J9qUcRKRsPricAc-HZBEoq-k-w1WFGhuXClnQwJ6ouw02tHNvMD8lSSVW1kY,"HDFC ERGO just making fool of people, never buy HDFC ERGO services, you never get your claims settled. If realy care about your money then don't go with HDFC ergo",1,1,5.3,2019-08-21 11:14:53,"Hi Ravinder Sharma, Please accept our apology. We understand that it is discomforting and please we request you to write your concern to us at ""contactsupport@hdfcergo.com,"" along with your registered mobile no. or email id. so that we can quickly assist you and resolve your concern.
Take it easy! :)",2019-08-22 10:32:02,com.pms.activity,hdfc_ergo,2019,1,make fool people never buy service never get claim settle realy care money not go,15
gp:AOqpTOFN4ASD81oDtNCMIPVq3UP2Xdew564X3KtH8E_P_uCE84uA6LWBDOq95nlL3QBk357twg5meFLNEJO_GOM,Does not ahow active health policies,1,0,7.2,2020-12-28 13:03:05,"Hi Mahesh Mangal, We deeply regret this unpleasant experience you have. However, going forward rest assured that this won't repeat.

Hence, We request you to write your concern to us at ""contactsupport@hdfcergo.com"". Our team will be happy to assist you.

Take it easy! :)",2020-12-29 10:10:44,com.pms.activity,hdfc_ergo,2020,1,not ahow active health policy,5
gp:AOqpTOGTSsPmQXnZVSs0I_Rf93NOypf-u4IliKITghOmKp-hNEevajNv2iW8Km9MF2qFn7V5NH5jqnDHwKBrbYQ,Not able to link policy,1,0,7.2,2020-12-22 12:10:53,"Hi Vipul Singh, We apologize for the inconvenience caused. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2020-12-22 16:11:55,com.pms.activity,hdfc_ergo,2020,1,not able link policy,4
gp:AOqpTOH0Huos0Jpag-SBp0l0sIE0H4NxZDAeG5-rbSZeMKO7WDlfT8bzqiU7p7hAio6YUaYpPpdT7qBDhxGO8Q,Just installed and registered myself successfully. Post that the app keeps crashing.,1,0,2.0.2,2020-09-20 19:12:53,"Dear Abhijeet, We apologise for the unpleasant experience. Request you to share your registered email ID and phone number on iltakecare@icicilombard.com so that we can help resolve the issue.",2020-09-21 19:15:15,icici.lombard.ghi,icici_lombard,2020,1,instal register successfully post app keep crash,7
gp:AOqpTOE_xm1BYOslOP7otodZVLIIP0TiFYI4YDRvLexnRYiIoSKx6damctpCGFX70PI9TlGlUzsuvImLTdiGvg,Applications fails to have online renewal of policy. Nor does it have any options to log complain.,1,0,4.1,2019-10-06 10:16:14,We regret the inconvenience you had to face. For better assistance please share your information with bagichelp@bajajallianz.co.in. We will be happy to assist you.,2019-10-09 03:24:11,com.ba.cp.controller,bajaj_allianz,2019,1,app fail online renewal policy option log complain,8
gp:AOqpTOHUe_Z7o--UNPwSyiLIq0NRCDdMS9S8q0LYauu5M_EYqfky_3IazjN1QyH-YuEEulWCnhVEHcAZJxwMsVk,"Value of money,, apka bhot tym bachega",5,0,2.1.4,2020-10-01 10:27:02,"Hi, Appreciate karne ke liye thank you! Regards, Team ACKO",2020-10-01 10:37:24,com.acko.android,acko,2020,0,value money apka bhot tym bachega,6
gp:AOqpTOGLmmSqymwpY4IWI96eRmVPY5gvLmGHHHpXe2QwDo0WRwxDdztmuk6yI2oA2cOawUF0967S0WO7rO-dcA,"Useless app. Every time it asked no claim registered, I continued to re enter all the details and after a while I got some 10 messages with claim registration with different surveyors. Instead of asking for routine phone number or mail I'd of respondents, try to fix the issues by appointing a qualified quality team to fix the bugs.",1,35,2.0.35,2021-07-05 16:00:33,"Dear Krishna, we're sorry to hear this. Request you to share your registered phone number and email ID at iltakecare@icicilombard.com. We will get in touch with you and assist you further. Thanks!",2021-07-06 20:17:26,icici.lombard.ghi,icici_lombard,2021,1,useless app every time ask no claim register continue enter detail get message claim registration different surveyor instead ask routine phone number mail would respondent try fix issue appoint qualified quality team fix bug,34
gp:AOqpTOGEIYjbmAojAbMYRRfUA_BMMHeOYhMRm9zFEzgN3kU0iyNjJvpxy1AAJonwn93hERgthcT2llwepGq6Yp8,call centre call waiting time is very high,1,0,3.2.6,2021-07-03 21:42:36,"Uh oh! That shouldn't have happened, Saanvi. Please be assured that we have made a note of this feedback and will certainly look into it.",2021-07-03 22:56:10,com.acko.android,acko,2021,1,call centre call waiting time high,6
gp:AOqpTOFaqs32t6tEUEXsbrazemnGre7luOamusl4yjOCMShJOjWZcHUiQ8upe_KEuXDScyHd3cicxBrERNexxq8,Automatically insurance amount has been changed within minutes? How can you operate like this ?,1,2,2.1.4,2020-10-03 09:06:31,"Hello Santosh, The prices are dynamic in nature and tend to change depending on various factors. Please call us on 1800 266 2256 for more queries. Regards, Team ACKO",2020-10-03 10:40:42,com.acko.android,acko,2020,1,automatically amount change within minute operate like,7
gp:AOqpTOH86CrRkFVjobCAmGqjbpAxTbO2pDEuuPo_UpWml2EMZn6nQz51PacESjgsXQkcIS2HPiFJGZBKo1eu2w,Ms.Charmy has explained me every thing very nicely.... Thank u so much....very helpful application....,5,1,2.0.11,2020-12-22 12:27:32,"Dear Sir, we value your appreciation. We strive to make the app more user friendly.

",2020-12-22 19:47:12,icici.lombard.ghi,icici_lombard,2020,0,mscharmy explain every thing nicely thank u muchvery helpful app,10
gp:AOqpTOGMG1VoUPvx6B8p1EZH3Aa1xjyEgE186Vd1NP701tyenv56SFxhOVjEZU63c48eDlsdZVbgj_bcROiA6z4,so easy and uers friendly app . great job,5,0,3.1.2,2021-05-05 19:13:57,"Hello Swapnil,

Thank you for your kind appreciation. It's a pleasure to know that you had a good user experience with our app. Keep ACKOing!

Regards,
Team ACKO",2021-05-05 19:41:37,com.acko.android,acko,2021,0,easy uer friendly app job,5
gp:AOqpTOGt35he9fAG4bzese9T6I6qX9Zp5SyDNW13u_fZTBZlqu99KTkyTiIVQDlYn-OD0F8nUFw74PR4o7UJYw,When i open this app again and again i have to take an OTP on my number to open this app Even if you don't log out from app,1,0,5.9,2020-02-01 10:22:30,"Hi,
We are sorry for the inconvenience caused. Kindly share your concern along with the error screenshot at bagichelp@bajajallianz.co.in for further assistance.",2020-02-03 12:06:09,com.ba.cp.controller,bajaj_allianz,2020,1,open app take otp number open app even not log app,11
gp:AOqpTOG7AaWpu2x5aEGOrZgJc55lmlVOdU6xj561zTxDkdW6qh5zLIMk_FJPuiWxpKw7K9SvWdbR6ATYin727_w,love your service thanks,5,0,3.1.5,2021-05-29 22:45:50,"Hey Sandeep,

We are happy to know that!

Regards,
Team ACKO",2021-05-29 22:56:51,com.acko.android,acko,2021,0,love service thank,3
gp:AOqpTOEYml1s8xvq-3sZh9Xsh7YBOHAS6wlU4rjCZyfrA7YFyvcK_4Muhi356S-lYdEaMJUcJ4T3dm_tcV7fAp4,The policy details dint fetch in app. Still not resolved fetching insurance details of health. This time one start,1,1,6.3,2020-03-17 14:26:00,"Hi Chethu Kidiyur, We apologize for the inconvenience caused. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2020-03-04 10:37:18,com.pms.activity,hdfc_ergo,2020,1,policy detail dint fetch app still not resolve fetch detail health time one start,14
gp:AOqpTOHqqVaqgZxHUxC3On9oPSkyrodIUvZSdC9LUddl_W8VPF_TWweBC5v5pPXrSGl59i_2keCpXilk25a4bg,It shows Iltakecare keeps stopping.App is not working,1,0,2.0.2,2020-09-20 18:19:40,"Hi Nishu, We are happy to inform you that our team has resolved this issue. We would request you to download the latest version of the ILTakeCare app to have a better user experience. Please do update your review and rating if you are happy with the resolution., Thanks! Your positive comment matter to us 🙂!",2020-12-17 09:20:24,icici.lombard.ghi,icici_lombard,2020,1,show iltakecare keep stoppingapp not work,6
gp:AOqpTOH9ruMBagEPWN0nbSSvx1VhgVA6ja0atvQx6YDi2lUHrTY3ETnXG4SLdPuM_4QErJN3KlaQYGMLTdULBS8,Does not work do not retrive any details it has no data about policy and policy holder how to proceed further does not let close popup window.,1,0,7.10,2021-05-18 00:18:32,"Hi Shivam Kapri, We are sorry for the inconvenience caused.

We have fixed the issue; but still, if you face some issue, we request you to write them to us on ""contactsupport@hdfcergo.com"" with your contact details so that we can provide a seamless experience to you in future.

Take it easy! :)",2021-05-19 11:09:38,com.pms.activity,hdfc_ergo,2021,1,not work not retrive detail no datum policy policy holder proceed far not let close popup window,17
gp:AOqpTOHueZesft0cf9iUVig4T4eM7kSJ1C8RHcsthrpH3O6f_u-D32aGN_za4VocrZEPXAkaCWiWWRKZJlfrGhw,"If there were -ve rating i will give that one. After policy they asked you give 5 ratings all 4-5 are like that only. Big time fraud company. Not approving claims. Fraud company first mail for refund which they have taken extra from me, Then asked me to buy another policy to refund me, After i bought the policy they reverted on the mail we can not give you refund",1,1,2.1.3,2020-09-24 16:08:59,"Hello Rahul, We sincerely regret this experience. Please write to us at hello@acko.com and our team will assist you with your concern. Regards, Team ACKO",2020-09-24 16:48:40,com.acko.android,acko,2020,1,rating give one policy ask give rating like big time fraud company not approve claim fraud company first mail refund take extra ask buy another policy refund buy policy revert mail not give refund,34
gp:AOqpTOEO2-2XHBotp4RONCy4ji6C1qaFw7CSCPbmqCoZ4ZVSu8lYJhw8mq32JYqRroqfA_keRmSqNB9nShY8XpY,Not able to open my policy worst app,1,0,7.10,2021-05-10 23:27:12,"Hi Jitender Dhamija, We are sorry for the inconvenience caused.
Please share the issue faced by you at ""contactsupport@hdfcergo.com"" along with you're registered contact details. We will fix it and update you.

Take it easy! :)",2021-05-11 14:46:27,com.pms.activity,hdfc_ergo,2021,1,not able open policy app,5
gp:AOqpTOFcht2TXcSJQS9jlJtPZfEMrCv04ZTP2UxfZLlZ9wUTtSpHc2OjeSeZ2KslzKH5RjayL3W1uCgwQR27rw,very user friendly and easy to use,5,0,2.0.10,2020-12-03 16:31:14,"Dear Gaurav, Thank you so much for your valuable feedback.",2020-12-03 18:35:49,icici.lombard.ghi,icici_lombard,2020,0,user friendly easy use,4
gp:AOqpTOE_WLjWM50TsYAgCg__UR5leO9qJU1_u5y2H2KriRnoXNTzys2jScFT48M5MjnUJXMdRCucOpuzjN2nDK8,I hv health suraksha family policy on that my husband and daughter's name is incorret...this may creat problem if i use it somewhere.....pls provide such an option where we can send servixe request...due to busy schedule i cant call and spend time on that...if u provide chat service or online service request from the app it will be really helpfull for customers...,1,0,6.3,2020-03-16 15:16:12,"Hi Shilpa Deshmane, We apologize for the inconvenience caused. We appreciate your suggestion given. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2020-03-17 10:49:00,com.pms.activity,hdfc_ergo,2020,1,hv health suraksha family policy husband daughter name incorretthis may creat problem use somewherepls provide option send servixe requestdue busy schedule ca nt call spend time thatif u provide chat service online service request app really helpfull customer,38
gp:AOqpTOF8ykhKpe78HwRaX765BfIc9S9DHbZhdPh8P9_os4XdMYDr7MDByk8yQmUDG_kM3FLPfelOjxAVsTo55g,Bahot ghatiya log hai icici Lombard plz koi bhi polesy mat lena inse...,1,0,2.0.37,2021-07-26 16:45:23,"Dear Shrikant, Request you to share the details of your issue by writing to us at iltakecare@icicilombard.com, so that we can look into it & assist you in the best possible way. Thanks!",2021-07-26 19:53:51,icici.lombard.ghi,icici_lombard,2021,1,bahot ghatiya log hai plz koi bhi polesy mat lena inse,11
gp:AOqpTOH3G-th6LvWcNNnM3MnDrKsFyp_2ahg5jnAqcwZ0WwOsB1lm2FcFYfEt2l4EmH_wg3Fo9ek6Rjtjk5862g,"Very fraud and dishonest company. Plz don't believe. Quite unaccountable executives, deliberately trying to embarrass. I have two policies with this company, but at the time of claim it has so many bogus and fraudulent questions so I have leaved my claim after being embarrassed. Plz beware. After number of times I have mailed to acko but this fraud and cheater company could not settle my a tiny claim,which was earlier said to be settled on phone. Fraud.",1,0,3.1.2,2021-05-02 23:33:12,"Hello,

We would like to help you with this. Kindly write to us at techsupport@acko.com regarding your concern along with your contact number so that our team can assist you better.

Regards,
Team ACKO",2021-05-03 07:07:00,com.acko.android,acko,2021,1,fraud dishonest company plz not believe quite unaccountable executive deliberately try embarrass two policy company time claim many bogus fraudulent question leave claim embarrassed plz beware number time mail fraud cheater company could not settle tiny claimwhich early say settle phone fraud,42
gp:AOqpTOEZCAOkt7iZa_jui1r-3BR21JqXP8DyFVHkAo99ZM69-Sbp4cAzPTXLoQKCIvT5bpMYsXyPazw96OOdaw,Very nice app Angie I am not sure if you have any questions or need any further information please contact the app,4,0,,2020-08-12 18:20:39,"Dear Raj, thanks for your feedback and we value your appreciation.",2020-08-12 21:21:36,icici.lombard.ghi,icici_lombard,2020,0,app angie not sure question need information please contact app,10
gp:AOqpTOF3u_0CmEl6IjsoOpqzGHZrwgoPY3W0u_UglGUY9n_Y28He2IFUARq2AedeVP3BYEXbMapRPINvjZvX8Gc,"Worse experience with this app, I have tried multiple times to renew my car insurance, it doesn't allow, so I suggest everyone, it's worst network... I have uninstalled this app.. and I never go for it again...",1,3,2.1.4,2020-11-10 06:21:14,"Hey Devika, We regret this inconvenience. Please write to us at agastya@acko.com regarding your complaint and our team will assist you further. Regards, Team ACKO",2020-11-10 07:16:20,com.acko.android,acko,2020,1,experience app try multiple time renew car not allow suggest everyone network uninstalle app never go,16
gp:AOqpTOEX1zCWBF0gKG4vJxDn7uQ8CLwBbKH0SFDs7DtiMnC0hW72OZqtCGkWrGNPHhBwH1UmBIpPGEsPY1ldGQ,Tharmy thank you for your help.,5,0,2.0.17,2021-01-29 10:55:31,"Dear Gulab, Thank you so much for your valuable feedback.

",2021-01-29 12:11:52,icici.lombard.ghi,icici_lombard,2021,0,tharmy thank help,3
gp:AOqpTOGuoO3rJaVHpSAEQNOgXYtGYsQm9bsDgbAS7wdRW6IWZx3Y0VDtRfEZFe7TlZvkwGIxq7L9ztcL3RSLIg4,Worst app. Not been able to link my policy. It's giving headache only,1,0,6.8,2020-10-27 09:17:14,"Hi Vineet Aggarwal, We apologize for the inconvenience caused. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2020-10-27 12:12:43,com.pms.activity,hdfc_ergo,2020,1,app not able link policy give headache,7
gp:AOqpTOF8Cw0N42Yt2ML5xDiGHLqEOHjdJEY1JcXkJ8M6D7iLeUS6UhPwxhtmKY39GepjWKsFO9pmZ2j5t4XTdA,Very bad app nothing shows,2,0,2.0.2,2020-09-20 23:16:21,"Dear Utsav, we apologize for the bad experience. It would be helpful if you could drop a mail to us at iltakecare@icicilombard.com, sharing more details of the issue you faced while using the app. Thanks!",2020-09-21 19:14:16,icici.lombard.ghi,icici_lombard,2020,1,app nothing show,3
gp:AOqpTOH3We0VALdKCMTAAc_vHwB5II3a65laHbwxdfhBGkXeeqGUzC6jjlaN2_iXvIfey0mb5tl03PUW5Y96ZA,"It's an informative app only , its services is too limited to do any operation on it . And their whatsapp facility is like any state government app 😂😂😂. Overall my experience with them(iL take care app & their whatsapp facility) is very bad👎🏻.",1,1,2.0.40,2021-08-19 21:11:28,"Dear Nitesh, we're sorry to hear this. Request you to share your registered phone number and email ID at iltakecare@icicilombard.com. We will get in touch with you and assist you further. Thanks!",2021-08-20 16:29:58,icici.lombard.ghi,icici_lombard,2021,1,informative app service limited operation whatsapp facility like state government app face tear joy face tear joy face tear joy overall experience themil take care app whatsapp facility thumb light skin tone,32
gp:AOqpTOFv9BF04p9yqJ3cgc0-qKC0TBZ6ZplC5Mj9gfLCxH-LlP8_aP_VHi3bX71j0Yb4KKBcn507IaOo93lNwoc,I have apollo munich policy but in hdfc ergo app policy not add due to only number write but alphabet not write in policy add option so please do needful. Reminder 2 Please do needful,1,0,7.4,2021-02-13 09:41:52,"Hi Vipul Patel, We apologize for the inconvenience caused. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2020-11-20 14:01:04,com.pms.activity,hdfc_ergo,2021,1,policy app policy not add due number write alphabet not write policy add option please needful reminder please needful,19
gp:AOqpTOG55AYvuRK66I1iRs2Zp8PB2jhtkeVXqbLo_kGXec-BTGHMYR-Tz-IcO8bStJMZyR7yC00QS0V9wxdI89I,Not able to link policy,1,0,,2020-12-25 08:37:47,"Hi Bharath S, We apologize for the inconvenience caused. We will look into this. The issue will be resolved soon, and you will be updated as soon as it's done. We are assuring you of our best services at all times. Take it easy! :)",2020-12-28 16:11:15,com.pms.activity,hdfc_ergo,2020,1,not able link policy,4
gp:AOqpTOHgQAbg2XGahejTby6tdTgE_i1j8kz8vzl5imHpKYBSej_w5rEVDkHThX_z0Sz2EvtuQE-HVpwmfXS7tw,"Hello Doctor.....Friendly Doctor I have approached doctor through ICICI Lombard Tele Medicine, it's was great and friendly service in regional languages. During this pandemic situation it is the best way to consult doctor for our primary healthcare problems.",5,0,1.1.2,2020-08-11 17:04:18,"Dear Mangalaram, thanks for your feedback on our Tele Medicine service. We value your appreciation and we strive to make app more user friendly.",2020-08-11 22:06:23,icici.lombard.ghi,icici_lombard,2020,0,hello doctorfriendly doctor approach doctor tele medicine friendly service regional language pandemic situation way consult doctor primary healthcare problem,19
gp:AOqpTOGRWeFQWrjwIOXZjBrOrmbtRHL-Z_oR6ftYb3BXYp930RCX6yCnHXjVGzUrATpQ99MQZigXkLKldqPBIA4,Worst company. Totally disappointed . Highly unprofessional . Feeling cheated . They settled my claim after 5 days that also less than half amount they gave .,1,0,2.1.12,2021-01-21 17:59:52,"Hello,

We would like to understand your concern in detail. Kindly write to us at hello@acko.com along with your contact number so that our team can reach out to assist you further.

Regards,
Team ACKO",2021-01-21 18:46:34,com.acko.android,acko,2021,1,company totally disappoint highly unprofessional feeling cheat settle claim day also less half amount give,15
gp:AOqpTOFTUEkOqSuaEIgTEe1IKfb2HG16aaqh4R7aeWwnDBgpGNIwYB7uyeRWkTJSCGZUxaUTmWr6AL_sFdFSzg,Very good app and by the help of this app I got my claim settled in very short time .So I thanks to Mr. Abhishek kumar from ranchi Lalpur Branch.,5,0,8.0,2020-05-29 16:49:48,,,com.ba.cp.controller,bajaj_allianz,2020,0,app help app get claim settle short time thank mr abhishek kumar ranchi lalpur branch,15
gp:AOqpTOH7bDgfZUG0X7-JFMKL-62VIwnHcZPXxgoylw9d4ZJcLuZGYw9VfXgsYoSb3bEqsPQhP4Ai8gy2JFefDQ,Hello Doctor service is good but OPD section is not visible as I have OPD policy,5,0,,2021-03-22 22:23:03,"Dear Murshid, we're sorry to hear this. Request you to share your registered phone number and email ID at iltakecare@icicilombard.com. We will get in touch with you and assist you further. Thanks!",2021-03-25 19:45:13,icici.lombard.ghi,icici_lombard,2021,0,hello doctor service opd section not visible opd policy,9
gp:AOqpTOGPTYzWuyc8bE6BRrYKj-rtmCo0JZmSaBm_S4YatNKvedWZMio8nU_LoitQxedb4YHqYyC5fXiSWSBJ5g,What a pathetic software. How do we set Date of birth? By scrolling month wise ???,1,0,1.0.54,2020-02-06 18:56:37,"Dear Niraj, we are glad to inform you this issue has been resolved from our end. We request you to write to us at iltakecare@icicilombard.com if you have any further queries",2020-07-11 14:57:17,icici.lombard.ghi,icici_lombard,2020,1,software set date birth scroll month wise,7
gp:AOqpTOGG7c5BAUsQQxmVBZtb0__LVTJmjsJS9LN0ieadDsrZnveNrcMv_C4gfhav-EInLaSGqDB6BmcXS9GtnA,Don't go for the fake ads which they promise. I am already suffering to claim my bike amount it's already more than 20 days now.,1,0,14.5,2021-05-21 13:36:37,,,com.ba.cp.controller,bajaj_allianz,2021,1,not go fake ad promise already suffer claim bike amount already day,12
gp:AOqpTOEZhL5t0aQIKtT4dweUW_e8pilw5tGoPAB-m-cUhvjtLAG-PQRh9CdgS-hhzFDkNhHkAemxNH7tuGgcfA,Very nice app for healthy life,5,0,2.0.31,2021-05-20 14:24:01,"Dear Harsha, Thank you so much for your valuable feedback.

",2021-05-20 15:48:42,icici.lombard.ghi,icici_lombard,2021,0,app healthy life,3
gp:AOqpTOHIVptP2QGtxmTt58kdT2b_feCMZ5s-wZsZkBGvEVkcR4CVYjy5V3OKOrMHeWZd7Cb0EzEg9KZ8G-ZkGuE,app is not working when i am going to renew the policy.,2,0,5.1,2019-04-26 03:10:01,"Hi Sir/Ma'am, We are sorry for the inconvenience caused. 

We have fixed the issue; but still, if you face some issue, we request you to write them to us on ""contactsupport@hdfcergo.com"" with your contact details so that we can provide a seamless experience to you in future.   

Take it easy! :)",2019-04-30 12:40:59,com.pms.activity,hdfc_ergo,2019,1,app not work go renew policy,6
gp:AOqpTOFs2RzXv4xAyGNjX5JBeJjXMjPsy1XAdkrYYtHL1GfeC7e_jm6hNcBg4w9ENucT7ngavd3ripc5_I7aIA,What the hell.. OTP does not come,1,0,2.0.10,2020-12-01 21:32:30,"Dear Dwarika, we're sorry to hear this. Request you to share your registered phone number and email ID at iltakecare@icicilombard.com. We will get in touch with you and assist you further. Thanks!",2020-12-02 21:15:36,icici.lombard.ghi,icici_lombard,2020,1,hell otp not come,4
gp:AOqpTOGgAK2epELYxeQYAyIqmFxx_eiWkPl58CT2vXXFtepEi2Rc0QrzoE3IjbtW3lC37WIdD1fB46k8iECjIxc,"Awseome app by Hdfc bank, where your linked policies will apperar occasionaly. If they appear, you are lucky that day. But its not a fault of HDFC l, its a bank which cannot make there banking systems work, so can u expect this app to work. On top of that there is no customer care, they say raise all request on the pathetic app, which ofcourse do not work..",1,1,7.7,2021-04-03 10:18:33,"Hi Miraj Godha, Sincere apologies for the trouble. We request you to write your concern at ""contactsupport@hdfcergo.com"" with your registered details. We will look into this.
We will provide the best resolution for the issue faced by you.

Take it easy! :)",2021-04-06 17:12:49,com.pms.activity,hdfc_ergo,2021,1,awseome app link policy apperar occasionaly appear lucky day not fault l not make banking system work u expect app work top no customer care say raise request app ofcourse not work,32
gp:AOqpTOE4siwUeyPoU65zmOyZVQo9uSnrrBpoqoejkE7Vim9yE0DkJ42ZRqUZykiKskMisbzolQ1p5EAgOGNDjTA,New update not working unable to open the app,1,0,7.0,2020-11-02 23:32:56,"Hi Gurvinder Bhandari, We deeply regret this unpleasant experience you have. However, going forward rest assured that this won't repeat. Hence, We request you to write your concern to us at ""contactsupport@hdfcergo.com"". Our team will be happy to assist you. Take it easy! :)",2020-11-04 10:31:42,com.pms.activity,hdfc_ergo,2020,1,new update not work unable open app,7
gp:AOqpTOEGA0MfxinVmrlo3GFOpARaDn6iiHKuk_N6o_eLmmbEN24l2HKq65wYvneOWMKCybm7jkxtQSljA__gm6Y,The app stuck on my old policy detailed and never forwerd other views to me and i never interfaced apps iption please fixed it...,1,0,7.4,2021-02-12 09:17:19,,,com.pms.activity,hdfc_ergo,2021,1,app stick old policy detail never forwerd view never interface app iption please fix,14
gp:AOqpTOEc2LgdWld_t9tT8VmNPRPyZ5kwZDHDQzutNGfxAKey8NHd_7o7Ayx7A4_eMhZGEFxr4uI4VdA2Qg1r3gI,"I Had purchased a policy for my bike on December 2021, but still the insurance is not updated on official parivahan website. Already called you guys two time over the phone but once i was elaborate my issue to the representative they just hung up my call. Not expected from ACKO. Do the Needful ASAP.",1,4,2.1.14,2021-02-05 10:59:01,"Hello,

We would like to help you with this. Kindly write to us at hello@acko.com regarding your concern along with your contact number and our team will get in touch with you to take this further.

Regards,
Team ACKO",2021-02-05 11:38:15,com.acko.android,acko,2021,1,purchase policy bike december still not update official parivahan website already call guy two time phone elaborate issue representative hang call not expect needful asap,25
gp:AOqpTOE-z92TnTdDhbX8sRbV1nfPcKsSKG6hxToVp1a6k0Ai1Wzrx_s7QRyVQbntXLKkVBsaaInaiLHgiPthbg,"Exdranary app, user friendly, and well organized customer executives.",5,1,14.8,2021-05-29 17:48:13,,,com.ba.cp.controller,bajaj_allianz,2021,0,exdranary app user friendly well organized customer executive,8
gp:AOqpTOFqWi3csMeITSD-AQuzVTeL1P7062uuq7NDJUNr9HpjwJ3e0hdBZEM5i_gI6JYzCwGxCGasqVX0XVjuiMg,I m new on acko app its my first time on acko,4,0,3.2.6,2021-07-07 20:19:11,"It was a good move, Navdeep! Hope you enjoy using the app. 😁",2021-07-07 20:55:55,com.acko.android,acko,2021,0,new app first time,4
gp:AOqpTOEYOQr_3oklDYFLZHm8nDcTMBGOOBxtmMvvLHhKJImMrz0uAIw7L2bCUyKUWOQP1XuFeQRn_7Nz1AcfRv0,"Best motor insurance available in India, no tension.. easy process.",5,0,2.0.3,2020-09-09 00:23:02,"Hey Irshad,

Thank you for your appreication. Keep Ackoing!

Regards,
Team Acko",2020-09-09 12:01:50,com.acko.android,acko,2020,0,motor available india no tension easy process,7
gp:AOqpTOEe7uu6eRnv1XPvfibcMdXQrrDvGnA-2Vzm8qlU2vGPnJ_tKywnaapQXG2F1yIJbJ9czO1A9HJ7xuU-fA,Totally west of time...,1,0,10.3,2020-10-19 16:12:48,,,com.ba.cp.controller,bajaj_allianz,2020,1,totally west time,3
gp:AOqpTOHV22aitkp4XYN9GBtNeLVd4CPJegZk6050QmAj9gs6_nOb2Ip9MA4fRuJXK738h5KHY-W-xornlkFQ-A,This app helps to make and track your claims easily.,5,0,9.2,2020-07-28 21:52:17,,,com.ba.cp.controller,bajaj_allianz,2020,0,app help make track claim easily,6
gp:AOqpTOHwwv8UamexzxL8_HePNLnu0_q4muxO9hoPXVi_5ge5NTyzWULoUXSmmoexH2R-QbWZ8ZI3mB5LNzP_nX4,"Easy to use , easy claim process",5,5,1.0.1,2020-08-16 18:13:23,"Hi Deepak, 

Thank you very much for your feedback.

Regards,
Team Acko",2020-08-17 17:37:52,com.acko.android,acko,2020,0,easy use easy claim process,5
gp:AOqpTOGMmicDWreezH_Zyu9XDA-58bHojBZfNvtBYJCO0Z6fRaWrw8RgCBMwiF4H0FAFRGrZ1rJpTKaiRrh4iS4,a very smooth quick and hassle free services. no paper work. love acko.,5,1,3.0.2,2021-03-23 20:03:59,"Hello Keshav,

Thank you for this kind appreciation! We are glad to know that you were impressed by our services.

Regards,
Team ACKO",2021-03-23 20:33:02,com.acko.android,acko,2021,0,smooth quick hassle free service no paper work love,9
